country,year,age,gender,cases
AO,1996,0-14,M,360.0
AO,1997,0-14,M,419.0
AO,1998,0-14,M,240.0
AO,1999,0-14,M,391.0
AO,2000,0-14,M,186.0
AO,2001,0-14,M,230.0
AO,2002,0-14,M,435.0
AO,2003,0-14,M,409.0
AO,2004,0-14,M,554.0
AO,2005,0-14,M,520.0
AO,2006,0-14,M,540.0
AO,2007,0-14,M,484.0
AO,2008,0-14,M,367.0
AR,1996,0-14,M,113.0
AR,1997,0-14,M,96.0
AR,1998,0-14,M,84.0
AR,1999,0-14,M,90.0
AR,2000,0-14,M,97.0
AR,2001,0-14,M,78.0
AR,2002,0-14,M,70.0
AR,2003,0-14,M,89.0
AR,2004,0-14,M,64.0
AR,2005,0-14,M,64.0
AR,2006,0-14,M,67.0
AR,2007,0-14,M,77.0
AR,2008,0-14,M,69.0
AS,1997,0-14,M,1.0
AT,1995,0-14,M,4.0
AT,1997,0-14,M,24.0
AT,1999,0-14,M,0.0
AT,2000,0-14,M,1.0
AT,2001,0-14,M,1.0
AT,2002,0-14,M,1.0
AT,2003,0-14,M,0.0
AT,2004,0-14,M,1.0
AT,2005,0-14,M,1.0
AT,2006,0-14,M,1.0
AT,2007,0-14,M,1.0
AU,1997,0-14,M,1.0
AU,1998,0-14,M,0.0
AU,1999,0-14,M,0.0
AU,2000,0-14,M,3.0
AU,2001,0-14,M,1.0
AU,2002,0-14,M,1.0
AU,2003,0-14,M,0.0
AU,2004,0-14,M,0.0
AU,2005,0-14,M,0.0
AU,2006,0-14,M,1.0
AU,2007,0-14,M,3.0
AU,2008,0-14,M,2.0
AZ,1995,0-14,M,0.0
AZ,1996,0-14,M,0.0
AZ,1997,0-14,M,0.0
AZ,1998,0-14,M,0.0
AZ,1999,0-14,M,0.0
AZ,2000,0-14,M,0.0
AZ,2001,0-14,M,3.0
AZ,2002,0-14,M,6.0
AZ,2003,0-14,M,3.0
AZ,2004,0-14,M,8.0
AZ,2005,0-14,M,77.0
AZ,2006,0-14,M,6.0
BA,1995,0-14,M,0.0
BA,1996,0-14,M,5.0
BA,1997,0-14,M,5.0
BA,1998,0-14,M,1.0
BA,1999,0-14,M,2.0
BA,2000,0-14,M,4.0
BA,2001,0-14,M,6.0
BA,2002,0-14,M,1.0
BA,2003,0-14,M,4.0
BA,2004,0-14,M,3.0
BA,2005,0-14,M,1.0
BA,2006,0-14,M,0.0
BA,2007,0-14,M,0.0
BA,2008,0-14,M,0.0
BB,1996,0-14,M,0.0
BB,2000,0-14,M,0.0
BB,2001,0-14,M,0.0
BB,2007,0-14,M,0.0
BB,2008,0-14,M,0.0
BD,1995,0-14,M,29.0
BD,1996,0-14,M,45.0
BD,1997,0-14,M,201.0
BD,1998,0-14,M,254.0
BD,1999,0-14,M,259.0
BD,2000,0-14,M,256.0
BD,2001,0-14,M,283.0
BD,2002,0-14,M,449.0
BD,2003,0-14,M,320.0
BD,2004,0-14,M,420.0
BD,2005,0-14,M,524.0
BD,2006,0-14,M,607.0
BD,2007,0-14,M,523.0
BD,2008,0-14,M,422.0
BE,1995,0-14,M,3.0
BE,1996,0-14,M,1.0
BE,1997,0-14,M,3.0
BE,1998,0-14,M,3.0
BE,1999,0-14,M,2.0
BE,2000,0-14,M,3.0
BE,2001,0-14,M,8.0
BE,2002,0-14,M,1.0
BE,2003,0-14,M,6.0
BE,2004,0-14,M,1.0
BE,2005,0-14,M,1.0
BE,2006,0-14,M,4.0
BE,2007,0-14,M,2.0
BE,2008,0-14,M,3.0
BF,1995,0-14,M,4.0
BF,1996,0-14,M,3.0
BF,1997,0-14,M,3.0
BF,1998,0-14,M,4.0
BF,1999,0-14,M,13.0
BF,2000,0-14,M,12.0
BF,2001,0-14,M,7.0
BF,2002,0-14,M,6.0
BF,2003,0-14,M,14.0
BF,2004,0-14,M,10.0
BF,2005,0-14,M,18.0
BF,2006,0-14,M,13.0
BF,2007,0-14,M,8.0
BF,2008,0-14,M,8.0
BG,2000,0-14,M,0.0
BG,2001,0-14,M,1.0
BG,2002,0-14,M,2.0
BG,2003,0-14,M,3.0
BG,2004,0-14,M,10.0
BG,2005,0-14,M,9.0
BG,2006,0-14,M,6.0
BG,2007,0-14,M,7.0
BG,2008,0-14,M,2.0
BH,1995,0-14,M,0.0
BH,1996,0-14,M,0.0
BH,1997,0-14,M,1.0
BH,1998,0-14,M,0.0
BH,1999,0-14,M,0.0
BH,2000,0-14,M,0.0
BH,2001,0-14,M,0.0
BH,2002,0-14,M,0.0
BH,2003,0-14,M,0.0
BH,2004,0-14,M,0.0
BH,2005,0-14,M,0.0
BH,2006,0-14,M,0.0
BH,2007,0-14,M,0.0
BH,2008,0-14,M,0.0
BI,1995,0-14,M,5.0
BI,1996,0-14,M,16.0
BI,1997,0-14,M,21.0
BI,1998,0-14,M,45.0
BI,1999,0-14,M,64.0
BI,2001,0-14,M,34.0
BI,2002,0-14,M,16.0
BI,2003,0-14,M,32.0
BI,2004,0-14,M,24.0
BI,2005,0-14,M,34.0
BI,2006,0-14,M,30.0
BI,2007,0-14,M,26.0
BI,2008,0-14,M,30.0
BJ,1995,0-14,M,14.0
BJ,1996,0-14,M,17.0
BJ,1997,0-14,M,20.0
BJ,1998,0-14,M,20.0
BJ,1999,0-14,M,14.0
BJ,2000,0-14,M,19.0
BJ,2002,0-14,M,16.0
BJ,2003,0-14,M,20.0
BJ,2004,0-14,M,16.0
BJ,2005,0-14,M,21.0
BJ,2006,0-14,M,18.0
BJ,2008,0-14,M,20.0
BM,2004,0-14,M,0.0
BN,1999,0-14,M,0.0
BN,2000,0-14,M,0.0
BN,2002,0-14,M,2.0
BN,2003,0-14,M,0.0
BN,2004,0-14,M,0.0
BN,2005,0-14,M,0.0
BN,2006,0-14,M,2.0
BN,2007,0-14,M,0.0
BN,2008,0-14,M,0.0
BO,1996,0-14,M,178.0
BO,1997,0-14,M,150.0
BO,1998,0-14,M,167.0
BO,1999,0-14,M,222.0
BO,2000,0-14,M,166.0
BO,2001,0-14,M,165.0
BO,2002,0-14,M,231.0
BO,2003,0-14,M,156.0
BO,2004,0-14,M,161.0
BO,2005,0-14,M,157.0
BO,2006,0-14,M,127.0
BO,2007,0-14,M,116.0
BO,2008,0-14,M,128.0
BR,1999,0-14,M,301.0
BR,2000,0-14,M,1894.0
BR,2001,0-14,M,468.0
BR,2002,0-14,M,344.0
BR,2003,0-14,M,382.0
BR,2004,0-14,M,337.0
BR,2005,0-14,M,317.0
BR,2006,0-14,M,343.0
BR,2007,0-14,M,371.0
BR,2008,0-14,M,298.0
BS,1995,0-14,M,3.0
BS,1996,0-14,M,0.0
BS,1997,0-14,M,0.0
BS,1998,0-14,M,0.0
BS,1999,0-14,M,1.0
BS,2000,0-14,M,1.0
BS,2002,0-14,M,2.0
BS,2003,0-14,M,0.0
BS,2004,0-14,M,3.0
BS,2007,0-14,M,0.0
BS,2008,0-14,M,0.0
BT,1995,0-14,M,2.0
BT,1996,0-14,M,4.0
BT,1997,0-14,M,4.0
BT,1998,0-14,M,3.0
BT,1999,0-14,M,10.0
BT,2000,0-14,M,6.0
BT,2001,0-14,M,3.0
BT,2002,0-14,M,5.0
BT,2003,0-14,M,9.0
BT,2004,0-14,M,1.0
BT,2005,0-14,M,1.0
BT,2006,0-14,M,0.0
BT,2007,0-14,M,2.0
BT,2008,0-14,M,3.0
BW,1997,0-14,M,29.0
BW,1999,0-14,M,18.0
BW,2000,0-14,M,25.0
BW,2001,0-14,M,15.0
BW,2002,0-14,M,17.0
BW,2003,0-14,M,22.0
BW,2004,0-14,M,29.0
BW,2005,0-14,M,27.0
BW,2006,0-14,M,36.0
BW,2007,0-14,M,25.0
BW,2008,0-14,M,27.0
BY,2001,0-14,M,2.0
BY,2002,0-14,M,0.0
BY,2003,0-14,M,0.0
BZ,1995,0-14,M,1.0
BZ,1996,0-14,M,1.0
BZ,1997,0-14,M,2.0
BZ,2000,0-14,M,2.0
BZ,2001,0-14,M,0.0
BZ,2002,0-14,M,4.0
BZ,2003,0-14,M,1.0
BZ,2004,0-14,M,0.0
BZ,2005,0-14,M,0.0
BZ,2006,0-14,M,3.0
BZ,2007,0-14,M,1.0
BZ,2008,0-14,M,1.0
CA,1980,0-14,M,12.0
CA,1981,0-14,M,8.0
CA,1982,0-14,M,6.0
CA,1983,0-14,M,9.0
CA,1984,0-14,M,3.0
CA,1985,0-14,M,11.0
CA,1986,0-14,M,9.0
CA,1987,0-14,M,9.0
CA,1988,0-14,M,4.0
CA,1989,0-14,M,10.0
CA,1990,0-14,M,3.0
CA,1991,0-14,M,7.0
CA,1992,0-14,M,6.0
CA,1993,0-14,M,8.0
CA,1994,0-14,M,2.0
CA,1995,0-14,M,1.0
CA,1996,0-14,M,3.0
CA,1997,0-14,M,0.0
CA,1998,0-14,M,4.0
CA,1999,0-14,M,0.0
CA,2000,0-14,M,5.0
CA,2001,0-14,M,6.0
CA,2002,0-14,M,0.0
CA,2003,0-14,M,1.0
CA,2004,0-14,M,2.0
CA,2005,0-14,M,3.0
CA,2006,0-14,M,2.0
CA,2007,0-14,M,5.0
CA,2008,0-14,M,2.0
CD,1995,0-14,M,373.0
CD,1996,0-14,M,228.0
CD,1997,0-14,M,259.0
CD,1998,0-14,M,455.0
CD,1999,0-14,M,474.0
CD,2000,0-14,M,485.0
CD,2001,0-14,M,581.0
CD,2002,0-14,M,649.0
CD,2003,0-14,M,854.0
CD,2004,0-14,M,1195.0
CD,2005,0-14,M,1321.0
CD,2006,0-14,M,1122.0
CD,2007,0-14,M,1343.0
CD,2008,0-14,M,1515.0
CF,1995,0-14,M,38.0
CF,1996,0-14,M,46.0
CF,1997,0-14,M,54.0
CF,1998,0-14,M,28.0
CF,1999,0-14,M,28.0
CF,2001,0-14,M,15.0
CF,2002,0-14,M,76.0
CF,2004,0-14,M,12.0
CF,2005,0-14,M,29.0
CF,2006,0-14,M,48.0
CF,2008,0-14,M,68.0
CG,1995,0-14,M,16.0
CG,1999,0-14,M,17.0
CG,2001,0-14,M,31.0
CG,2004,0-14,M,9.0
CG,2006,0-14,M,32.0
CG,2007,0-14,M,28.0
CG,2008,0-14,M,31.0
CH,1995,0-14,M,0.0
CH,1996,0-14,M,1.0
CH,1997,0-14,M,0.0
CH,1998,0-14,M,0.0
CH,1999,0-14,M,1.0
CH,2000,0-14,M,0.0
CH,2001,0-14,M,0.0
CH,2002,0-14,M,0.0
CH,2003,0-14,M,0.0
CH,2004,0-14,M,0.0
CH,2005,0-14,M,1.0
CH,2006,0-14,M,1.0
CH,2007,0-14,M,0.0
CH,2008,0-14,M,0.0
CI,1995,0-14,M,41.0
CI,1996,0-14,M,118.0
CI,1997,0-14,M,87.0
CI,1998,0-14,M,72.0
CI,1999,0-14,M,98.0
CI,2001,0-14,M,108.0
CI,2002,0-14,M,102.0
CI,2003,0-14,M,116.0
CI,2004,0-14,M,114.0
CI,2005,0-14,M,128.0
CI,2006,0-14,M,171.0
CI,2007,0-14,M,173.0
CI,2008,0-14,M,261.0
CK,1980,0-14,M,0.0
CK,1981,0-14,M,0.0
CK,1982,0-14,M,0.0
CK,1983,0-14,M,0.0
CK,1984,0-14,M,0.0
CK,1985,0-14,M,1.0
CK,1986,0-14,M,0.0
CK,1987,0-14,M,0.0
CK,1989,0-14,M,0.0
CK,1991,0-14,M,0.0
CK,1992,0-14,M,0.0
CK,1993,0-14,M,0.0
CK,1994,0-14,M,0.0
CK,1995,0-14,M,0.0
CK,1996,0-14,M,0.0
CK,1997,0-14,M,0.0
CK,1998,0-14,M,0.0
CK,2000,0-14,M,0.0
CK,2001,0-14,M,0.0
CK,2002,0-14,M,0.0
CK,2003,0-14,M,0.0
CK,2004,0-14,M,0.0
CK,2005,0-14,M,0.0
CK,2006,0-14,M,0.0
CL,1995,0-14,M,24.0
CL,1996,0-14,M,8.0
CL,1997,0-14,M,11.0
CL,1999,0-14,M,4.0
CL,2000,0-14,M,6.0
CL,2001,0-14,M,2.0
CL,2002,0-14,M,6.0
CL,2003,0-14,M,1.0
CL,2004,0-14,M,3.0
CL,2005,0-14,M,3.0
CL,2006,0-14,M,12.0
CL,2007,0-14,M,3.0
CL,2008,0-14,M,7.0
CM,1995,0-14,M,20.0
CM,1996,0-14,M,34.0
CM,1997,0-14,M,36.0
CM,1998,0-14,M,15.0
CM,1999,0-14,M,49.0
CM,2000,0-14,M,41.0
CM,2001,0-14,M,24.0
CM,2002,0-14,M,66.0
CM,2003,0-14,M,100.0
CM,2004,0-14,M,127.0
CM,2005,0-14,M,134.0
CM,2006,0-14,M,112.0
CM,2007,0-14,M,121.0
CM,2008,0-14,M,108.0
CN,1995,0-14,M,1102.0
CN,1996,0-14,M,1409.0
CN,1997,0-14,M,1456.0
CN,1998,0-14,M,1481.0
CN,1999,0-14,M,1247.0
CN,2000,0-14,M,1131.0
CN,2001,0-14,M,1213.0
CN,2002,0-14,M,925.0
CN,2003,0-14,M,1133.0
CN,2004,0-14,M,1375.0
CN,2005,0-14,M,1416.0
CN,2006,0-14,M,1023.0
CN,2007,0-14,M,878.0
CN,2008,0-14,M,751.0
CO,1999,0-14,M,270.0
CO,2000,0-14,M,246.0
CO,2001,0-14,M,223.0
CO,2002,0-14,M,209.0
CO,2003,0-14,M,237.0
CO,2004,0-14,M,208.0
CO,2005,0-14,M,178.0
CO,2006,0-14,M,219.0
CO,2007,0-14,M,144.0
CO,2008,0-14,M,136.0
CR,1995,0-14,M,1.0
CR,1996,0-14,M,0.0
CR,1997,0-14,M,37.0
CR,1998,0-14,M,30.0
CR,1999,0-14,M,4.0
CR,2000,0-14,M,14.0
CR,2001,0-14,M,2.0
CR,2002,0-14,M,3.0
CR,2003,0-14,M,3.0
CR,2004,0-14,M,1.0
CR,2005,0-14,M,1.0
CR,2006,0-14,M,1.0
CR,2007,0-14,M,4.0
CR,2008,0-14,M,3.0
CU,1995,0-14,M,2.0
CU,1996,0-14,M,0.0
CU,1997,0-14,M,0.0
CU,1998,0-14,M,0.0
CU,1999,0-14,M,1.0
CU,2000,0-14,M,0.0
CU,2001,0-14,M,0.0
CU,2002,0-14,M,0.0
CU,2003,0-14,M,2.0
CU,2004,0-14,M,0.0
CU,2005,0-14,M,2.0
CU,2008,0-14,M,2.0
CV,1997,0-14,M,0.0
CV,1998,0-14,M,2.0
CV,2001,0-14,M,0.0
CV,2002,0-14,M,3.0
CV,2003,0-14,M,3.0
CV,2004,0-14,M,1.0
CV,2005,0-14,M,0.0
CV,2006,0-14,M,2.0
CV,2007,0-14,M,0.0
CV,2008,0-14,M,0.0
CY,1995,0-14,M,0.0
CY,1996,0-14,M,0.0
CY,1998,0-14,M,0.0
CY,1999,0-14,M,5.0
CY,2002,0-14,M,0.0
CY,2003,0-14,M,0.0
CY,2004,0-14,M,0.0
CY,2005,0-14,M,0.0
CY,2006,0-14,M,0.0
CY,2007,0-14,M,0.0
CY,2008,0-14,M,0.0
CZ,1995,0-14,M,2.0
CZ,1996,0-14,M,1.0
CZ,1997,0-14,M,0.0
CZ,1998,0-14,M,0.0
CZ,1999,0-14,M,2.0
CZ,2000,0-14,M,0.0
CZ,2001,0-14,M,0.0
CZ,2002,0-14,M,0.0
CZ,2003,0-14,M,0.0
CZ,2004,0-14,M,0.0
CZ,2005,0-14,M,0.0
CZ,2006,0-14,M,0.0
CZ,2007,0-14,M,0.0
CZ,2008,0-14,M,0.0
DE,1995,0-14,M,14.0
DE,1996,0-14,M,20.0
DE,1997,0-14,M,11.0
DE,1998,0-14,M,9.0
DE,1999,0-14,M,13.0
DE,2001,0-14,M,3.0
DE,2002,0-14,M,3.0
DE,2003,0-14,M,2.0
DE,2004,0-14,M,5.0
DE,2005,0-14,M,6.0
DE,2006,0-14,M,2.0
DE,2007,0-14,M,2.0
DE,2008,0-14,M,2.0
DJ,1996,0-14,M,30.0
DJ,1997,0-14,M,52.0
DJ,1998,0-14,M,23.0
DJ,1999,0-14,M,25.0
DJ,2000,0-14,M,17.0
DJ,2001,0-14,M,17.0
DJ,2002,0-14,M,20.0
DJ,2003,0-14,M,10.0
DJ,2004,0-14,M,19.0
DJ,2005,0-14,M,18.0
DJ,2006,0-14,M,14.0
DJ,2007,0-14,M,14.0
DJ,2008,0-14,M,17.0
DK,1995,0-14,M,0.0
DK,1996,0-14,M,0.0
DK,1997,0-14,M,1.0
DK,1998,0-14,M,0.0
DK,1999,0-14,M,4.0
DK,2000,0-14,M,5.0
DK,2001,0-14,M,1.0
DK,2002,0-14,M,2.0
DK,2003,0-14,M,3.0
DK,2004,0-14,M,1.0
DK,2005,0-14,M,0.0
DK,2006,0-14,M,0.0
DK,2007,0-14,M,0.0
DK,2008,0-14,M,0.0
DM,1996,0-14,M,0.0
DM,1997,0-14,M,0.0
DM,1998,0-14,M,0.0
DM,2006,0-14,M,0.0
DM,2007,0-14,M,0.0
DM,2008,0-14,M,0.0
DO,1996,0-14,M,17.0
DO,1997,0-14,M,76.0
DO,1998,0-14,M,62.0
DO,1999,0-14,M,90.0
DO,2000,0-14,M,73.0
DO,2002,0-14,M,39.0
DO,2003,0-14,M,52.0
DO,2004,0-14,M,45.0
DO,2005,0-14,M,43.0
DO,2006,0-14,M,25.0
DO,2007,0-14,M,23.0
DO,2008,0-14,M,16.0
DZ,1997,0-14,M,659.0
DZ,1999,0-14,M,40.0
DZ,2000,0-14,M,59.0
DZ,2001,0-14,M,41.0
DZ,2002,0-14,M,39.0
DZ,2003,0-14,M,40.0
DZ,2004,0-14,M,63.0
DZ,2005,0-14,M,53.0
DZ,2006,0-14,M,41.0
DZ,2007,0-14,M,95.0
DZ,2008,0-14,M,99.0
EC,1998,0-14,M,169.0
EC,2001,0-14,M,39.0
EC,2003,0-14,M,18.0
EC,2004,0-14,M,84.0
EC,2005,0-14,M,48.0
EC,2006,0-14,M,32.0
EC,2007,0-14,M,42.0
EC,2008,0-14,M,32.0
EE,1996,0-14,M,1.0
EE,1997,0-14,M,0.0
EE,1998,0-14,M,0.0
EE,1999,0-14,M,0.0
EE,2000,0-14,M,0.0
EE,2001,0-14,M,0.0
EE,2002,0-14,M,0.0
EE,2003,0-14,M,0.0
EE,2004,0-14,M,0.0
EE,2005,0-14,M,0.0
EE,2006,0-14,M,0.0
EE,2007,0-14,M,0.0
EE,2008,0-14,M,0.0
EG,1995,0-14,M,223.0
EG,1996,0-14,M,58.0
EG,1997,0-14,M,50.0
EG,1998,0-14,M,45.0
EG,1999,0-14,M,31.0
EG,2000,0-14,M,21.0
EG,2001,0-14,M,34.0
EG,2002,0-14,M,39.0
EG,2003,0-14,M,42.0
EG,2004,0-14,M,14.0
EG,2005,0-14,M,25.0
EG,2006,0-14,M,54.0
EG,2007,0-14,M,35.0
EG,2008,0-14,M,13.0
ER,1997,0-14,M,0.0
ER,1998,0-14,M,4.0
ER,1999,0-14,M,3.0
ER,2000,0-14,M,9.0
ER,2001,0-14,M,5.0
ER,2002,0-14,M,16.0
ER,2003,0-14,M,17.0
ER,2004,0-14,M,14.0
ER,2005,0-14,M,9.0
ER,2006,0-14,M,6.0
ER,2007,0-14,M,21.0
ES,1995,0-14,M,22.0
ES,1998,0-14,M,25.0
ES,2001,0-14,M,13.0
ES,2002,0-14,M,22.0
ES,2003,0-14,M,7.0
ES,2004,0-14,M,14.0
ES,2005,0-14,M,13.0
ES,2006,0-14,M,18.0
ES,2007,0-14,M,10.0
ES,2008,0-14,M,18.0
ET,1995,0-14,M,247.0
ET,1996,0-14,M,302.0
ET,1997,0-14,M,579.0
ET,1998,0-14,M,715.0
ET,1999,0-14,M,692.0
ET,2000,0-14,M,915.0
ET,2001,0-14,M,913.0
ET,2002,0-14,M,1251.0
ET,2003,0-14,M,1110.0
ET,2004,0-14,M,1160.0
ET,2005,0-14,M,1109.0
ET,2006,0-14,M,978.0
ET,2007,0-14,M,1055.0
ET,2008,0-14,M,978.0
FI,1995,0-14,M,1.0
FI,1996,0-14,M,0.0
FI,1997,0-14,M,0.0
FI,1998,0-14,M,0.0
FI,1999,0-14,M,0.0
FI,2000,0-14,M,0.0
FI,2001,0-14,M,0.0
FI,2002,0-14,M,0.0
FI,2003,0-14,M,0.0
FI,2004,0-14,M,0.0
FI,2005,0-14,M,1.0
FI,2006,0-14,M,0.0
FI,2007,0-14,M,0.0
FI,2008,0-14,M,0.0
FJ,1994,0-14,M,2.0
FJ,1995,0-14,M,0.0
FJ,1996,0-14,M,1.0
FJ,1997,0-14,M,1.0
FJ,1998,0-14,M,0.0
FJ,1999,0-14,M,1.0
FJ,2000,0-14,M,0.0
FJ,2001,0-14,M,0.0
FJ,2002,0-14,M,1.0
FJ,2003,0-14,M,2.0
FJ,2004,0-14,M,0.0
FJ,2005,0-14,M,7.0
FJ,2006,0-14,M,0.0
FJ,2007,0-14,M,1.0
FM,1995,0-14,M,0.0
FM,1996,0-14,M,0.0
FM,1997,0-14,M,0.0
FM,1998,0-14,M,4.0
FM,2000,0-14,M,0.0
FM,2001,0-14,M,0.0
FM,2002,0-14,M,2.0
FM,2003,0-14,M,0.0
FM,2004,0-14,M,0.0
FM,2006,0-14,M,14.0
FM,2007,0-14,M,1.0
FM,2008,0-14,M,1.0
FR,1995,0-14,M,30.0
FR,1996,0-14,M,36.0
FR,1997,0-14,M,24.0
FR,1999,0-14,M,13.0
FR,2000,0-14,M,10.0
FR,2001,0-14,M,10.0
FR,2002,0-14,M,24.0
FR,2003,0-14,M,18.0
FR,2004,0-14,M,13.0
FR,2005,0-14,M,12.0
FR,2006,0-14,M,17.0
FR,2007,0-14,M,17.0
FR,2008,0-14,M,10.0
GA,1995,0-14,M,3.0
GA,1996,0-14,M,0.0
GA,1998,0-14,M,14.0
GA,1999,0-14,M,14.0
GA,2001,0-14,M,21.0
GA,2002,0-14,M,10.0
GA,2003,0-14,M,14.0
GA,2004,0-14,M,17.0
GA,2005,0-14,M,13.0
GA,2006,0-14,M,20.0
GA,2008,0-14,M,14.0
GB,1997,0-14,M,2.0
GB,1998,0-14,M,11.0
GB,1999,0-14,M,8.0
GB,2000,0-14,M,8.0
GB,2001,0-14,M,10.0
GB,2002,0-14,M,6.0
GB,2003,0-14,M,13.0
GB,2004,0-14,M,10.0
GB,2005,0-14,M,9.0
GB,2006,0-14,M,9.0
GB,2007,0-14,M,13.0
GB,2008,0-14,M,5.0
GD,1997,0-14,M,0.0
GD,1998,0-14,M,0.0
GD,1999,0-14,M,0.0
GD,2006,0-14,M,0.0
GE,1995,0-14,M,2.0
GE,1996,0-14,M,4.0
GE,1997,0-14,M,0.0
GE,1998,0-14,M,4.0
GE,1999,0-14,M,5.0
GE,2000,0-14,M,4.0
GE,2001,0-14,M,4.0
GE,2002,0-14,M,1.0
GE,2003,0-14,M,1.0
GE,2004,0-14,M,3.0
GE,2005,0-14,M,0.0
GE,2006,0-14,M,3.0
GE,2007,0-14,M,7.0
GE,2008,0-14,M,161.0
GH,1995,0-14,M,42.0
GH,1996,0-14,M,30.0
GH,1997,0-14,M,77.0
GH,1998,0-14,M,83.0
GH,1999,0-14,M,64.0
GH,2000,0-14,M,73.0
GH,2001,0-14,M,84.0
GH,2002,0-14,M,80.0
GH,2003,0-14,M,79.0
GH,2004,0-14,M,54.0
GH,2005,0-14,M,49.0
GH,2006,0-14,M,33.0
GH,2007,0-14,M,66.0
GM,1995,0-14,M,3.0
GM,1996,0-14,M,29.0
GM,1997,0-14,M,2.0
GM,1998,0-14,M,6.0
GM,1999,0-14,M,6.0
GM,2002,0-14,M,2.0
GM,2003,0-14,M,3.0
GM,2004,0-14,M,5.0
GM,2005,0-14,M,13.0
GM,2006,0-14,M,13.0
GM,2008,0-14,M,7.0
GN,1995,0-14,M,18.0
GN,1996,0-14,M,29.0
GN,1997,0-14,M,25.0
GN,1998,0-14,M,22.0
GN,1999,0-14,M,30.0
GN,2000,0-14,M,39.0
GN,2001,0-14,M,24.0
GN,2002,0-14,M,24.0
GN,2003,0-14,M,34.0
GN,2004,0-14,M,38.0
GN,2005,0-14,M,51.0
GN,2006,0-14,M,31.0
GN,2007,0-14,M,46.0
GN,2008,0-14,M,56.0
GQ,1995,0-14,M,8.0
GQ,1997,0-14,M,5.0
GQ,1998,0-14,M,6.0
GQ,2004,0-14,M,5.0
GQ,2008,0-14,M,8.0
GR,1997,0-14,M,0.0
GR,1998,0-14,M,15.0
GR,1999,0-14,M,3.0
GR,2000,0-14,M,1.0
GR,2001,0-14,M,0.0
GR,2002,0-14,M,0.0
GR,2003,0-14,M,2.0
GR,2004,0-14,M,1.0
GR,2005,0-14,M,1.0
GR,2006,0-14,M,0.0
GR,2007,0-14,M,1.0
GR,2008,0-14,M,0.0
GT,1995,0-14,M,51.0
GT,1996,0-14,M,75.0
GT,1997,0-14,M,45.0
GT,1998,0-14,M,60.0
GT,1999,0-14,M,34.0
GT,2000,0-14,M,36.0
GT,2001,0-14,M,27.0
GT,2002,0-14,M,27.0
GT,2003,0-14,M,29.0
GT,2004,0-14,M,43.0
GT,2005,0-14,M,39.0
GT,2007,0-14,M,74.0
GT,2008,0-14,M,19.0
GU,2000,0-14,M,2.0
GU,2001,0-14,M,0.0
GU,2002,0-14,M,3.0
GU,2003,0-14,M,0.0
GU,2004,0-14,M,0.0
GU,2005,0-14,M,0.0
GU,2006,0-14,M,0.0
GU,2007,0-14,M,0.0
GU,2008,0-14,M,0.0
GW,1996,0-14,M,9.0
GW,2000,0-14,M,2.0
GW,2002,0-14,M,7.0
GW,2003,0-14,M,9.0
GW,2004,0-14,M,16.0
GW,2005,0-14,M,14.0
GW,2006,0-14,M,8.0
GW,2008,0-14,M,8.0
GY,1995,0-14,M,7.0
GY,1996,0-14,M,4.0
GY,1997,0-14,M,1.0
GY,1998,0-14,M,9.0
GY,2000,0-14,M,4.0
GY,2001,0-14,M,1.0
GY,2002,0-14,M,20.0
GY,2003,0-14,M,10.0
GY,2004,0-14,M,9.0
GY,2005,0-14,M,12.0
GY,2006,0-14,M,6.0
GY,2007,0-14,M,2.0
GY,2008,0-14,M,7.0
HK,1997,0-14,M,5.0
HK,1999,0-14,M,3.0
HK,2000,0-14,M,4.0
HK,2001,0-14,M,6.0
HK,2002,0-14,M,2.0
HK,2003,0-14,M,8.0
HK,2004,0-14,M,3.0
HK,2005,0-14,M,3.0
HK,2006,0-14,M,3.0
HK,2007,0-14,M,5.0
HK,2008,0-14,M,0.0
HN,1995,0-14,M,42.0
HN,1996,0-14,M,51.0
HN,1997,0-14,M,26.0
HN,1998,0-14,M,147.0
HN,1999,0-14,M,150.0
HN,2000,0-14,M,30.0
HN,2001,0-14,M,12.0
HN,2002,0-14,M,76.0
HN,2003,0-14,M,52.0
HN,2004,0-14,M,54.0
HN,2005,0-14,M,13.0
HN,2006,0-14,M,21.0
HN,2007,0-14,M,21.0
HN,2008,0-14,M,11.0
HR,1995,0-14,M,6.0
HR,1997,0-14,M,12.0
HR,1998,0-14,M,14.0
HR,1999,0-14,M,1.0
HR,2001,0-14,M,0.0
HR,2002,0-14,M,1.0
HR,2003,0-14,M,0.0
HR,2004,0-14,M,1.0
HR,2005,0-14,M,1.0
HR,2006,0-14,M,0.0
HR,2008,0-14,M,0.0
HT,1996,0-14,M,148.0
HT,1997,0-14,M,156.0
HT,1998,0-14,M,188.0
HT,1999,0-14,M,286.0
HT,2000,0-14,M,67.0
HT,2001,0-14,M,72.0
HT,2002,0-14,M,79.0
HT,2003,0-14,M,89.0
HT,2004,0-14,M,94.0
HT,2005,0-14,M,69.0
HT,2006,0-14,M,93.0
HT,2007,0-14,M,104.0
HT,2008,0-14,M,90.0
HU,1996,0-14,M,3.0
HU,1997,0-14,M,0.0
HU,1998,0-14,M,0.0
HU,1999,0-14,M,2.0
HU,2000,0-14,M,0.0
HU,2001,0-14,M,1.0
HU,2002,0-14,M,1.0
HU,2003,0-14,M,0.0
